id,name,tets,fibered,num_field_max_deg,fund_max_deg,fund_any_nonmonic,fund_torsion_infos,alex_poly,alex_deg,alex_nonmonic,th_taut,taut_tri,Z2_wonky,in_S3,trace_field_deg
9,m006,3,-1,3.0,2.0,1.0,"[(0,2,0,2),(1,3,0,2)]",2*a^2+a+2,2,1,1,dLQacccjnjs_aBbB,0,0,3.0
10,m007,3,-1,3.0,2.0,1.0,"[(1,3,0,2)]",2*a^2-a+2,2,1,1,dLQbcccdxwb_Bbba,0,0,3.0
14,m015,3,-1,3.0,2.0,1.0,"[(1,3,0,2)]",2*a^2-3*a+2,2,1,1,dLQbcccdero_aBba,0,1,
16,m017,3,-1,3.0,2.0,1.0,"[(0,3,0,2),(1,3,0,2)]",2*a^2+3*a+2,2,1,1,dLQacccjsnb_Bbab,0,0,3.0
26,m029,4,-1,5.0,2.0,1.0,"[(1,5,0,2)]",3*a^2-a+3,2,1,1,eLAkbccddhhnxr_Baab,0,0,5.0
27,m030,4,-1,5.0,2.0,1.0,"[(0,3,0,2),(1,5,0,2)]",3*a^2+a+3,2,1,1,eLAkaccddnsjqj_Baab,0,0,5.0
28,m032,4,-1,4.0,2.0,1.0,"[(1,4,0,2)]",2*a^2-5*a+2,2,1,1,eLPkbcddddcwjb_Babb,0,1,
29,m033,4,-1,4.0,2.0,1.0,"[(0,3,0,2),(1,4,0,2)]",2*a^2+5*a+2,2,1,1,eLPkbcddddjknw_bBaB,0,0,4.0
31,m035,4,-1,6.0,2.0,1.0,"[(1,6,0,2)]",3*a^2-2*a+3,2,1,1,eLAkbccddhhnxk_BaBb,0,0,6.0
33,m037,4,-1,6.0,2.0,1.0,"[(0,2,0,2),(1,6,0,2)]",3*a^2+2*a+3,2,1,1,eLAkaccddjsjqj_Baab,0,0,6.0
37,m045,4,-1,6.0,2.0,1.0,"[(1,6,0,2)]",3*a^2-4*a+3,2,1,1,eLAkbccddmejlr_aBbB,0,0,6.0
38,m046,4,-1,6.0,2.0,1.0,"[(0,2,0,2),(0,2,0,2),(1,6,0,2)]",3*a^2+4*a+3,2,1,1,eLAkaccddjnjqw_BaBb,0,0,6.0
40,m053,4,-1,5.0,2.0,1.0,"[(1,5,0,2)]",3*a^2-5*a+3,2,1,1,eLAkbccddmejln_aBbB,0,1,
41,m054,4,-1,5.0,2.0,1.0,"[(0,5,0,2),(1,5,0,2)]",3*a^2+5*a+3,2,1,1,eLAkaccddnnjqw_aBBa,0,0,5.0
57,m137,4,-1,2.0,2.0,1.0,"[(1,2,0,2)]",1,0,0,1,eLPkbcdddlwnnv_aBbB,0,0,2.0
63,m148,4,-1,6.0,2.0,1.0,"[(1,6,0,2)]",2*a^2-2*a+2,2,1,1,eLPkbcddddrwjf_aBbB,0,0,6.0
64,m149,4,-1,6.0,2.0,1.0,"[(1,6,0,2)]",2*a^2+2*a+2,2,1,1,eLPkbcddddwwjs_aBba,0,0,6.0
90,m058,5,-1,6.0,2.0,1.0,"[(0,5,0,2),(1,6,0,2)]",2*a^2+7*a+2,2,1,1,fLLQcbcedeetsasud_abba,0,0,6.0
91,m059,5,-1,6.0,2.0,1.0,"[(1,6,0,2)]",2*a^2-7*a+2,2,1,1,fLLQcacdeeejkamkf_baBb,0,0,6.0
92,m061,5,-1,7.0,2.0,1.0,"[(0,3,0,2),(1,7,0,2)]",4*a^2+a+4,2,1,1,fLLQccceddehwhwws_aBBb,0,0,7.0
93,m062,5,-1,7.0,2.0,1.0,"[(1,7,0,2)]",4*a^2-a+4,2,1,1,fLAMcbccdeehhnxxj_BaBb,0,0,7.0
94,m066,5,-1,7.0,2.0,1.0,"[(0,5,0,2),(1,7,0,2)]",4*a^2+3*a+4,2,1,1,fLLQccceddehwxwwj_BaaB,0,0,7.0
95,m067,5,-1,7.0,2.0,1.0,"[(1,7,0,2)]",4*a^2-3*a+4,2,1,1,fLAMcbccdeehhnxhs_BabB,0,0,7.0
98,m073,5,-1,6.0,2.0,1.0,"[(0,6,0,2),(1,6,0,2)]",3*a^2+7*a+3,2,1,1,fLLQccecddephrwjn_aBba,0,0,6.0
99,m074,5,-1,6.0,2.0,1.0,"[(1,6,0,2)]",3*a^2-7*a+3,2,1,1,fLAMcbccdeemejdhn_aBBb,0,1,
100,m076,5,-1,7.0,2.0,1.0,"[(0,6,0,2),(1,7,0,2)]",4*a^2+5*a+4,2,1,1,fLLQccceddepwxwjj_BabB,0,0,7.0
101,m077,5,-1,7.0,2.0,1.0,"[(1,7,0,2)]",4*a^2-5*a+4,2,1,1,fLAMcbccdeemejlxj_aBBb,0,0,7.0
103,m079,5,-1,8.0,2.0,1.0,"[(0,3,0,2),(0,3,0,2),(1,8,0,2)]",3*a^2+8*a+3,2,1,1,fLLQccecddephrwjr_aBBa,0,0,8.0
104,m080,5,-1,8.0,2.0,1.0,"[(1,8,0,2)]",3*a^2-8*a+3,2,1,1,fLLQcacdeeejkmxsn_aBbC,0,0,8.0
106,m084,5,-1,10.0,2.0,1.0,"[(0,2,0,2),(1,10,0,2)]",5*a^2+2*a+5,2,1,1,fLLQccceddehwhwww_BaaB,0,0,10.0
107,m085,5,-1,10.0,2.0,1.0,"[(1,10,0,2)]",5*a^2-2*a+5,2,1,1,fLAMcbccdeehhnxxn_BabB,0,0,10.0
109,m089,5,-1,9.0,2.0,1.0,"[(0,6,0,2),(1,9,0,2)]",5*a^2+3*a+5,2,1,1,fLLQccceddehwxwwn_aBBb,0,0,9.0
110,m090,5,-1,9.0,2.0,1.0,"[(1,9,0,2)]",5*a^2-3*a+5,2,1,1,fLAMcbccdeehhnxhw_BaBb,0,0,9.0
111,m093,5,-1,7.0,2.0,1.0,"[(0,2,1,2),(0,4,0,2),(1,7,0,2)]",4*a^2+7*a+4,2,1,1,fLLQccceddepwhwjs_BaBb,0,0,7.0
112,m094,5,-1,7.0,2.0,1.0,"[(1,7,0,2)]",4*a^2-7*a+4,2,1,1,fLAMcbccdeemejlhj_aBbB,0,1,
119,m104,5,-1,9.0,2.0,1.0,"[(0,8,0,2),(1,9,0,2)]",5*a^2+7*a+5,2,1,1,fLLQccceddepwxwjn_BaBb,0,0,9.0
120,m105,5,-1,9.0,2.0,1.0,"[(1,9,0,2)]",5*a^2-7*a+5,2,1,1,fLAMcbccdeemejlxn_aBbB,0,0,9.0
123,m110,5,-1,10.0,2.0,1.0,"[(0,3,0,2),(0,3,0,2),(1,10,0,2)]",5*a^2+8*a+5,2,1,1,fLLQccceddepwhwjw_BabB,0,0,10.0
124,m111,5,-1,10.0,2.0,1.0,"[(1,10,0,2)]",5*a^2-8*a+5,2,1,1,fLAMcbccdeemejlhw_aBBb,0,0,10.0
132,m139,5,-1,4.0,4.0,1.0,"[(0,4,0,4),(1,2,0,4),(1,4,0,4),(2,2,1,4),(2,4,0,4),(3,4,0,4)]",2*a^3+a^2+a+2,3,1,2,fLLQccceddelnhcws_Bbba,1,0,4.0
173,m208,5,-1,4.0,4.0,1.0,"[(0,2,0,4),(0,2,0,4),(0,4,0,4),(1,4,0,4),(1,4,0,4),(2,4,0,4),(2,4,0,4),(3,2,0,4),(3,2,0,4),(3,4,0,4)]",2*a^3+3*a^2+3*a+2,3,1,2,fLAMcaccdeejnjaxr_aBbB,1,0,4.0
211,m249,5,-1,6.0,6.0,1.0,"[(1,6,0,6)]",2*a^4-a^3+a^2-a+2,4,1,3,fLLQcbcdeeedbcpdi_abBb,0,0,6.0
220,m259,5,-1,6.0,6.0,1.0,"[(0,3,0,6),(0,6,0,6),(1,4,0,6),(1,6,0,6)]",2*a^4+2*a^3+a^2+2*a+2,4,1,3,fLLQccceddelnhcjw_BabB,0,0,6.0
221,m260,5,-1,6.0,6.0,1.0,"[(1,6,0,6)]",2*a^4-2*a^3+a^2-2*a+2,4,1,3,fLLQcbeddeehhokld_BaaB,0,0,6.0
222,m261,5,-1,8.0,2.0,1.0,"[(1,8,0,2)]",2*a^2-6*a+2,2,1,1,fLLQcbcedeetsasti_aBbC,0,0,8.0
223,m262,5,-1,8.0,2.0,1.0,"[(1,8,0,2)]",2*a^2+6*a+2,2,1,1,fLLQcacdeeejkaakn_Bbab,0,0,8.0
241,m285,5,-1,5.0,2.0,1.0,"[(0,2,0,2),(1,5,0,2)]",2*a^2+a+2,2,1,1,fLLQcbcedeetsqsdl_BaBb,0,0,5.0
242,m286,5,-1,5.0,2.0,1.0,"[(1,5,0,2)]",2*a^2-a+2,2,1,1,fLLQcbcdeeexcrule_Baab,0,0,5.0
243,m287,5,-1,6.0,6.0,1.0,"[(0,5,0,6),(0,6,0,6),(1,3,0,6),(1,3,0,6),(1,6,0,6)]",2*a^4+2*a^3+3*a^2+2*a+2,4,1,3,fLAMcaccdeennjaxk_aBBa,0,0,6.0
244,m288,5,-1,6.0,6.0,1.0,"[(1,2,1,6),(1,6,0,6)]",2*a^4-2*a^3+3*a^2-2*a+2,4,1,3,fLLQcbededexxnhwh_Bbab,0,0,6.0
258,m306,5,-1,12.0,2.0,1.0,"[(1,12,0,2)]",3*a^2-2*a+3,2,1,1,fLLQcacdeeenkqxkc_BabB,0,0,12.0
259,m307,5,-1,12.0,2.0,1.0,"[(1,12,0,2)]",3*a^2+2*a+3,2,1,1,fLLQcacdeeenkxxkn_BaBB,0,0,12.0
264,m319,5,-1,10.0,2.0,1.0,"[(1,10,0,2)]",3*a^2-4*a+3,2,1,1,fLLQcacdeeejkqxkc_BbaB,0,0,10.0
265,m320,5,-1,10.0,2.0,1.0,"[(1,10,0,2)]",3*a^2+4*a+3,2,1,1,fLLQcacdeeejkxxkn_aBbB,0,0,10.0
273,m340,5,-1,6.0,6.0,1.0,"[(1,6,0,6)]",2*a^4-3*a^3+3*a^2-3*a+2,4,1,3,fLLQcbeddeeddgfua_bBCb,0,1,
292,m372,5,-1,4.0,2.0,1.0,"[(1,2,1,2),(1,4,0,2)]",2*a^2-5*a+2,2,1,1,fLLQcbcedeetsqsaq_BaaB,0,1,
293,m373,5,-1,4.0,2.0,1.0,"[(1,2,1,2),(1,4,0,2)]",2*a^2+5*a+2,2,1,1,fLLQcbcdeeehbrqxd_BaaB,0,0,4.0
308,m410,5,-1,4.0,2.0,1.0,"[(1,4,0,2)]",2,0,1,1,fLLQcbcedeeloxset_aBBb,0,0,4.0
329,s004,6,-1,8.0,2.0,1.0,"[(0,6,0,2),(1,8,0,2)]",2*a^2+9*a+2,2,1,1,gLAPPbcbeeffhhwcsaw_Bbab,0,0,8.0
330,s005,6,-1,8.0,2.0,1.0,"[(1,8,0,2)]",2*a^2-9*a+2,2,1,1,gLLAQbcedffftsajhwb_bBDc,0,0,8.0
331,s006,6,-1,9.0,2.0,1.0,"[(0,5,0,2),(1,9,0,2)]",5*a^2+a+5,2,1,1,gLALQbcbeeffxxjnkxk_Baab,0,0,9.0
332,s007,6,-1,9.0,2.0,1.0,"[(1,9,0,2)]",5*a^2-a+5,2,1,1,gLALQbcbefffxxjnqxh_BaBb,0,0,9.0
333,s008,6,-1,10.0,2.0,1.0,"[(0,3,0,2),(0,3,0,2),(1,10,0,2)]",5*a^2+4*a+5,2,1,1,gLALQbcbeeffhhjsjqj_BaaB,0,0,10.0
334,s009,6,-1,10.0,2.0,1.0,"[(1,10,0,2)]",5*a^2-4*a+5,2,1,1,gLALQbcbefffhhjshxq_aBbb,0,0,10.0
337,s012,6,-1,10.0,2.0,1.0,"[(1,10,0,2)]",3*a^2-10*a+3,2,1,1,gLLPQcdcfeffqsnaljb_baaB,0,0,10.0
338,s013,6,-1,10.0,2.0,1.0,"[(0,4,0,2),(1,10,0,2)]",5*a^2+6*a+5,2,1,1,gLALQbcbeeffhhjsrqn_BbaB,0,0,10.0
339,s014,6,-1,10.0,2.0,1.0,"[(1,10,0,2)]",5*a^2-6*a+5,2,1,1,gLALQbcbefffhhjsetq_BbCb,0,0,10.0
340,s015,6,-1,10.0,2.0,1.0,"[(0,4,0,2),(1,10,0,2)]",3*a^2+10*a+3,2,1,1,gLLPQcdcfeffqsnadjg_BbBa,0,0,10.0
341,s016,6,-1,8.0,2.0,1.0,"[(1,8,0,2)]",4*a^2-9*a+4,2,1,1,gLALQbcbefffxxjntqt_aBba,0,1,
342,s017,6,-1,8.0,2.0,1.0,"[(0,8,0,2),(1,8,0,2)]",4*a^2+9*a+4,2,1,1,gLAPPbcbeeffhhjwcaj_BbBa,0,0,8.0
343,s018,6,-1,10.0,2.0,1.0,"[(1,10,0,2)]",3*a^2-11*a+3,2,1,1,gLLPQcdcfeffqsjaljb_Baab,0,0,10.0
344,s019,6,-1,10.0,2.0,1.0,"[(0,8,0,2),(1,10,0,2)]",3*a^2+11*a+3,2,1,1,gLLPQcdcfeffqsjadjg_Bbba,0,0,10.0
347,s022,6,-1,9.0,2.0,1.0,"[(0,9,0,2),(1,9,0,2)]",5*a^2+9*a+5,2,1,1,gLALQbcbeeffxxjnsxr_Bbba,0,0,9.0
348,s023,6,-1,9.0,2.0,1.0,"[(1,9,0,2)]",5*a^2-9*a+5,2,1,1,gLALQbcbefffxxjntxp_BbcB,0,1,
349,s024,6,-1,10.0,2.0,1.0,"[(0,9,0,2),(1,10,0,2)]",4*a^2+11*a+4,2,1,1,gLLPQcdcfeffqsndqrs_aBBa,0,0,10.0
350,s025,6,-1,10.0,2.0,1.0,"[(1,10,0,2)]",4*a^2-11*a+4,2,1,1,gLLPQcdcfeffqsnlqws_Babb,0,0,10.0
353,s028,6,-1,14.0,2.0,1.0,"[(0,2,1,2),(0,4,0,2),(1,14,0,2)]",7*a^2+2*a+7,2,1,1,gLALQbcbeeffxxnnkxk_BaaB,0,0,14.0
354,s029,6,-1,14.0,2.0,1.0,"[(1,14,0,2)]",7*a^2-2*a+7,2,1,1,gLALQbcbefffxxnnqxh_BaBb,0,0,14.0
355,s030,6,-1,13.0,2.0,1.0,"[(0,8,0,2),(1,13,0,2)]",7*a^2+3*a+7,2,1,1,gLALQbcbeeffhxjnkxk_BaaB,0,0,13.0
356,s031,6,-1,13.0,2.0,1.0,"[(1,13,0,2)]",7*a^2-3*a+7,2,1,1,gLALQbcbefffhxjnqxh_BabB,0,0,13.0
358,s033,6,-1,14.0,2.0,1.0,"[(0,3,0,2),(0,3,0,2),(1,14,0,2)]",7*a^2+4*a+7,2,1,1,gLALQbcbeeffxhjsjqj_Baab,0,0,14.0
359,s034,6,-1,14.0,2.0,1.0,"[(1,14,0,2)]",7*a^2-4*a+7,2,1,1,gLALQbcbefffxhjshxq_aBBB,0,0,14.0
363,s038,6,-1,13.0,2.0,1.0,"[(0,9,0,2),(1,13,0,2)]",7*a^2+5*a+7,2,1,1,gLALQbcbeeffhhwsjqj_BaaB,0,0,13.0
364,s039,6,-1,13.0,2.0,1.0,"[(1,13,0,2)]",7*a^2-5*a+7,2,1,1,gLALQbcbefffhhwshxq_aBbb,0,0,13.0
365,s040,6,-1,12.0,2.0,1.0,"[(0,5,0,2),(0,5,0,2),(1,12,0,2)]",5*a^2+12*a+5,2,1,1,gLAPPbcbeeffhhwwcaj_BbBa,0,0,12.0
366,s041,6,-1,12.0,2.0,1.0,"[(1,12,0,2)]",5*a^2-12*a+5,2,1,1,gLALQbcbefffxxnntqt_aBBa,0,0,12.0
371,s046,6,-1,15.0,2.0,1.0,"[(0,9,0,2),(1,15,0,2)]",8*a^2+3*a+8,2,1,1,gLALQbcbeeffhxwnkxk_Baab,0,0,15.0
372,s047,6,-1,15.0,2.0,1.0,"[(1,15,0,2)]",8*a^2-3*a+8,2,1,1,gLALQbcbefffhxwnqxh_BaBb,0,0,15.0
373,s048,6,-1,12.0,2.0,1.0,"[(1,12,0,2)]",5*a^2-13*a+5,2,1,1,gLLPQcdcfeffqsjlqws_baBB,0,0,12.0
374,s049,6,-1,12.0,2.0,1.0,"[(0,11,0,2),(1,12,0,2)]",5*a^2+13*a+5,2,1,1,gLLPQcdcfeffqsjdqrs_aBBa,0,0,12.0
376,s051,6,-1,13.0,2.0,1.0,"[(0,11,0,2),(1,13,0,2)]",7*a^2+9*a+7,2,1,1,gLALQbcbeeffhhwsrqn_BbaB,0,0,13.0
377,s052,6,-1,13.0,2.0,1.0,"[(1,13,0,2)]",7*a^2-9*a+7,2,1,1,gLALQbcbefffhhwsetq_BbCb,0,0,13.0
379,s054,6,-1,15.0,2.0,1.0,"[(0,3,1,2),(0,6,0,2),(1,15,0,2)]",8*a^2+5*a+8,2,1,1,gLALQbcbeeffxhnsjqj_BaaB,0,0,15.0
380,s055,6,-1,15.0,2.0,1.0,"[(1,15,0,2)]",8*a^2-5*a+8,2,1,1,gLALQbcbefffxhnshxq_aBbb,0,0,15.0
381,s056,6,-1,14.0,2.0,1.0,"[(0,2,0,2),(0,4,0,2),(1,14,0,2)]",7*a^2+10*a+7,2,1,1,gLALQbcbeeffxhjsrqn_Bbab,0,0,14.0
382,s057,6,-1,14.0,2.0,1.0,"[(1,14,0,2)]",7*a^2-10*a+7,2,1,1,gLALQbcbefffxhjsetq_BbcB,0,0,14.0
385,s060,6,-1,13.0,2.0,1.0,"[(0,2,0,2),(0,10,0,2),(1,13,0,2)]",7*a^2+11*a+7,2,1,1,gLALQbcbeeffhxjnsxr_BbBa,0,0,13.0
386,s061,6,-1,13.0,2.0,1.0,"[(1,13,0,2)]",7*a^2-11*a+7,2,1,1,gLALQbcbefffhxjntxp_BbCb,0,0,13.0
389,s064,6,-1,14.0,2.0,1.0,"[(0,6,0,2),(0,6,0,2),(1,14,0,2)]",7*a^2+12*a+7,2,1,1,gLALQbcbeeffxxnnsxr_BbBa,0,0,14.0
390,s065,6,-1,14.0,2.0,1.0,"[(1,14,0,2)]",7*a^2-12*a+7,2,1,1,gLALQbcbefffxxnntxp_BbcB,0,0,14.0
395,s070,6,-1,15.0,2.0,1.0,"[(0,3,1,2),(0,9,0,2),(1,15,0,2)]",8*a^2+11*a+8,2,1,1,gLALQbcbeeffxhnsrqn_BbaB,0,0,15.0
396,s071,6,-1,15.0,2.0,1.0,"[(1,15,0,2)]",8*a^2-11*a+8,2,1,1,gLALQbcbefffxhnsetq_BbCb,0,0,15.0
401,s076,6,-1,15.0,2.0,1.0,"[(0,14,0,2),(1,15,0,2)]",8*a^2+13*a+8,2,1,1,gLALQbcbeeffhxwnsxr_Bbba,0,0,15.0
402,s077,6,-1,15.0,2.0,1.0,"[(1,15,0,2)]",8*a^2-13*a+8,2,1,1,gLALQbcbefffhxwntxp_BbcB,0,0,15.0
444,s119,6,-1,4.0,4.0,1.0,"[(1,4,0,4),(2,4,0,4)]",2*a^3-a^2-a+2,3,1,2,gLLPQcdefeffqcddetw_baBb,1,0,4.0
492,s167,6,-1,12.0,6.0,1.0,"[(0,6,0,6),(1,12,0,6)]",2*a^4+a^3+2*a^2+a+2,4,1,3,gLALQbcbeeffhhjsrhn_BbaB,0,0,12.0
552,s227,6,-1,10.0,6.0,1.0,"[(1,10,0,6)]",2*a^4-a^3+2*a^2-a+2,4,1,3,gLLAQbecdfffhhnkqnc_Baab,0,0,10.0
577,s252,6,-1,6.0,4.0,1.0,"[(1,6,0,4),(2,6,0,2)]",a+1,1,0,2,gLLAQacedfffnkilxud_BbaB,1,0,6.0
658,s333,6,-1,13.0,6.0,1.0,"[(0,5,0,6),(0,7,0,6),(1,13,0,6)]",2*a^4+2*a^3+3*a^2+2*a+2,4,1,3,gLALQbcbeeffxxjgsqj_BbaB,0,0,13.0
664,s339,6,-1,12.0,6.0,1.0,"[(0,3,0,6),(0,8,0,6),(1,12,0,6)]",2*a^4+a^3+a^2+a+2,4,1,3,gLLAQcedcfffhhjrhrw_Bbab,0,0,12.0
673,s348,6,-1,8.0,4.0,1.0,"[(0,6,0,4),(1,4,0,4),(1,8,0,4)]",3*a^3+a^2+a+3,3,1,2,gLLAQacdefefjbqxqkn_BbBa,0,0,8.0
674,s349,6,-1,8.0,4.0,1.0,"[(0,2,0,4),(0,2,0,4),(0,6,0,4),(1,4,0,4),(1,8,0,4),(2,4,0,4),(2,8,0,4),(3,2,0,4),(3,2,0,4),(3,6,0,4)]",3*a^3+2*a^2+2*a+3,3,1,2,gLLAQacdefefjbqxqrn_BbBa,1,0,8.0
675,s350,6,-1,8.0,4.0,1.0,"[(1,8,0,4),(2,8,0,4)]",2*a^3-a^2-a+2,3,1,2,gLLAQbeddfffhhokxfs_BaaB,1,0,8.0
711,s386,6,-1,12.0,2.0,1.0,"[(1,12,0,2)]",2*a^2-10*a+2,2,1,1,gLLPQcdcfeffhsrahjf_BaaB,0,0,12.0
712,s387,6,-1,12.0,2.0,1.0,"[(1,12,0,2)]",2*a^2+10*a+2,2,1,1,gLLAQbcedffftsasxso_abba,0,0,12.0
726,s401,6,-1,16.0,6.0,1.0,"[(0,6,0,6),(0,10,0,6),(1,16,0,6)]",2*a^4+3*a^3+3*a^2+3*a+2,4,1,3,gLLAQccedfefpwxgxjk_BaaB,0,0,16.0
737,s412,6,-1,12.0,2.0,1.0,"[(1,12,0,2)]",3*a^2-8*a+3,2,1,1,gLLPQcdcfeffqsnahjf_Baab,0,0,12.0
738,s413,6,-1,12.0,2.0,1.0,"[(1,12,0,2)]",3*a^2+8*a+3,2,1,1,gLLPQcdcfeffqsnaajs_BaBb,0,0,12.0
743,s418,6,-1,19.0,10.0,1.0,"[(0,3,0,10),(0,12,0,10),(1,19,0,10)]",2*a^6+2*a^4+a^3+2*a^2+2,6,1,5,gLLAQccedfefpwhgqww_BbBa,0,0,19.0
748,s423,6,-1,8.0,4.0,1.0,"[(0,3,0,4),(0,3,0,4),(0,6,0,4),(1,6,0,4),(1,8,0,4),(2,6,0,4),(2,8,0,4),(3,3,0,4),(3,3,0,4),(3,6,0,4)]",3*a^3+4*a^2+4*a+3,3,1,2,gLLPQcdcfeefhrnhasr_aBba,1,0,8.0
749,s424,6,-1,8.0,4.0,1.0,"[(1,2,1,4),(1,8,0,4),(2,2,1,4),(2,8,0,4)]",2*a^3+a^2+a+2,3,1,2,gLLAQccedffflnxkxnk_BbBa,1,0,8.0
751,s426,6,-1,14.0,2.0,1.0,"[(1,14,0,2)]",4*a^2-2*a+4,2,1,1,gLLPQcdcfeffhsnhqfj_aBBa,0,0,14.0
752,s427,6,-1,14.0,2.0,1.0,"[(1,14,0,2)]",4*a^2+2*a+4,2,1,1,gLLPQcdcfeffhsnqqsj_Baab,0,0,14.0
760,s435,6,-1,16.0,2.0,1.0,"[(1,16,0,2)]",3*a^2-10*a+3,2,1,1,gLLAQbddeeffxfrpijn_BbBa,0,0,16.0
761,s436,6,-1,16.0,2.0,1.0,"[(1,16,0,2)]",3*a^2+10*a+3,2,1,1,gLLPQcdcfeffqsjaajs_BaBb,0,0,16.0
762,s437,6,-1,6.0,4.0,1.0,"[(0,3,0,4),(0,3,0,4),(0,6,0,4),(1,6,0,4),(1,6,0,4),(2,6,0,4),(2,6,0,4),(3,3,0,4),(3,3,0,4),(3,6,0,4)]",2*a^3+5*a^2+5*a+2,3,1,2,gLLAQadedeffnmllsok_baab,1,0,6.0
763,s438,6,-1,6.0,4.0,1.0,"[(1,6,0,4),(2,6,0,2)]",a+1,1,0,2,gLvQQaefdfefjiqlvrw_BaaB,1,0,6.0
768,s445,6,-1,9.0,10.0,1.0,"[(1,9,0,10)]",2*a^6-a^5+a^4-a^3+a^2-a+2,6,1,5,gLLAQbcdeeffdbcpibn_bBBa,0,0,9.0
776,s453,6,-1,14.0,2.0,1.0,"[(1,14,0,2)]",4*a^2+6*a+4,2,1,1,gLLPQcdcfeffqsnqqsj_Baab,0,0,14.0
777,s454,6,-1,14.0,2.0,1.0,"[(1,14,0,2)]",4*a^2-6*a+4,2,1,1,gLLPQcdcfeffqsnhqfj_Baab,0,0,14.0
778,s455,6,-1,9.0,10.0,1.0,"[(1,2,1,10),(1,9,0,10)]",2*a^6-2*a^5+2*a^4-a^3+2*a^2-2*a+2,6,1,5,gLLMQbcdeffftsjdlwf_baBb,0,0,9.0
792,s469,6,-1,9.0,10.0,1.0,"[(1,9,0,10)]",2*a^6-2*a^5+2*a^4-3*a^3+2*a^2-2*a+2,6,1,5,gLLAQacdefffjkampup_BabB,0,0,9.0
800,s477,6,-1,8.0,4.0,1.0,"[(0,4,0,4),(0,6,0,4),(1,8,0,4),(1,8,0,4)]",3*a^3+5*a^2+5*a+3,3,1,2,gLLPQcdcfeefhrnhasn_BbBa,0,0,8.0
801,s478,6,-1,8.0,2.0,1.0,"[(1,8,0,2)]",2*a^2+2,2,1,1,gLLAQbcedffftsqsxjo_BbBa,0,0,8.0
803,s480,6,-1,8.0,2.0,1.0,"[(1,8,0,2)]",2*a^2+2,2,1,1,gLLAQbcedffftsqsxsf_BbaB,0,0,8.0
809,s486,6,-1,18.0,2.0,1.0,"[(1,18,0,2)]",5*a^2-4*a+5,2,1,1,gLLPQcdcfeffhsrhqfj_aBba,0,0,18.0
810,s487,6,-1,18.0,2.0,1.0,"[(1,18,0,2)]",5*a^2+4*a+5,2,1,1,gLLPQcdcfeffhsrqqsj_BaaB,0,0,18.0
811,s488,6,-1,8.0,2.0,1.0,"[(0,5,0,2),(1,8,0,2)]",2*a^2+7*a+2,2,1,1,gLLAQbcedffftsasxbw_abBa,0,0,8.0
812,s489,6,-1,8.0,2.0,1.0,"[(1,8,0,2)]",2*a^2-7*a+2,2,1,1,gLLAQbcedffftsasxrg_abBa,0,0,8.0
814,s491,6,-1,20.0,2.0,1.0,"[(1,20,0,2)]",5*a^2+6*a+5,2,1,1,gLLPQcdcfeffqsjqqsj_Baab,0,0,20.0
815,s492,6,-1,20.0,2.0,1.0,"[(1,20,0,2)]",5*a^2-6*a+5,2,1,1,gLLPQcdcfeffqsjhqfj_Baab,0,0,20.0
819,s496,6,-1,14.0,6.0,1.0,"[(0,3,1,6),(0,8,0,6),(1,14,0,6)]",2*a^4+a^3+3*a^2+a+2,4,1,3,gLLPQcdcfeefhsnqask_aBBa,0,0,14.0
822,s499,6,-1,12.0,6.0,1.0,"[(1,12,0,6)]",2*a^4+a^3+a+2,4,1,3,gLLAQbcdeeffdbcpibr_aBBb,0,0,12.0
848,s527,6,-1,7.0,6.0,1.0,"[(0,3,0,6),(0,6,0,6),(1,7,0,6)]",2*a^4+2*a^3-a^2+2*a+2,4,1,3,gLLAQbdceeffdwnxdjr_BbaB,0,0,7.0
849,s528,6,-1,7.0,6.0,1.0,"[(1,7,0,6)]",2*a^4-2*a^3-a^2-2*a+2,4,1,3,gLLAQbdedfffdwqsuof_aBba,0,0,7.0
877,s558,6,-1,9.0,10.0,1.0,"[(1,9,0,10)]",2*a^6-3*a^5+3*a^4-3*a^3+3*a^2-3*a+2,6,1,5,gLLAQacdefffnkmxixt_BaCB,0,1,
887,s570,6,-1,12.0,6.0,1.0,"[(1,12,0,6)]",2*a^4-a^3-a+2,4,1,3,gLLAQacdefffjkmxixt_bacb,0,0,12.0
889,s572,6,-1,6.0,6.0,1.0,"[(1,6,0,6)]",2*a^4+a^3-a^2+a+2,4,1,3,gLLAQbcdeefftsohtsk_BbaB,0,0,6.0
904,s591,6,-1,15.0,10.0,1.0,"[(0,3,0,10),(0,10,0,10),(1,15,0,10)]",2*a^6+a^4+a^3+a^2+2,6,1,5,gLLAQacdefefjkxaxjj_BabB,0,0,15.0
934,s626,6,-1,12.0,6.0,1.0,"[(1,12,0,6)]",3*a^4-3*a^3+2*a^2-3*a+3,4,1,3,gLLAQacdefffnkqxqdm_BaaB,0,0,12.0
935,s627,6,-1,12.0,6.0,1.0,"[(0,3,0,6),(0,3,0,6),(0,8,0,6),(1,8,0,6),(1,12,0,6)]",3*a^4+3*a^3+2*a^2+3*a+3,4,1,3,gLLAQacdefefnbqxqrj_BbaB,0,0,12.0
