id,name,tets,fibered,num_field_max_deg,fund_max_deg,fund_any_nonmonic,fund_torsion_infos,alex_poly,alex_deg,alex_nonmonic,th_taut,taut_tri,Z2_wonky,in_S3,trace_field_deg
11414,t06797,8,-1,24.0,2.0,1.0,"[(0,6,0,2),(1,24,0,2)]",3*a^2+22*a+3,2,1,1,iLLLQMccdggegfhhqsqaqjsqw_Babb,0,0,24.0
11417,t06800,8,-1,26.0,4.0,1.0,"[(1,6,0,4),(1,26,0,4),(2,6,0,4),(2,26,0,4)]",5*a^3+2*a^2+2*a+5,3,1,2,iLLLQMcbedgfffhhhhwhawrqj_aBbB,1,0,26.0
11441,t06824,8,-1,30.0,18.0,1.0,"[(1,30,0,18)]",3*a^10-3*a^9+3*a^8-3*a^7+3*a^6-2*a^5+3*a^4-3*a^3+3*a^2-3*a+3,10,1,9,iLLMPMcacefefghhnkhoojxqj_bBba,0,0,30.0
11452,t06838,8,-1,43.0,10.0,1.0,"[(0,8,0,10),(0,32,0,10),(1,43,0,10)]",3*a^6+3*a^4+5*a^3+3*a^2+3,6,1,5,iLLPMPccdcfeghghhcraqxhkn_aBBa,0,0,43.0
11455,t06841,8,-1,40.0,6.0,1.0,"[(0,9,0,6),(0,28,0,6),(1,40,0,6)]",5*a^4+3*a^3+3*a^2+3*a+5,4,1,3,iLLLPQcbefghggfhhhqhhwrjw_Bbab,0,0,40.0
11479,t06865,8,-1,30.0,18.0,1.0,"[(1,30,0,18)]",3*a^10-3*a^9+3*a^8-3*a^7+3*a^6-4*a^5+3*a^4-3*a^3+3*a^2-3*a+3,10,1,9,iLLLQPccdefeghghdrdatwhjr_baaB,0,0,30.0
11492,t06879,8,-1,24.0,14.0,1.0,"[(1,24,0,14)]",3*a^8-4*a^7+4*a^6-4*a^5+4*a^4-4*a^3+4*a^2-4*a+3,8,1,7,iLLLQPccdefeghghdrdhtwxjj_aBBb,0,0,24.0
11495,t06882,8,-1,17.0,6.0,1.0,"[(0,11,0,6),(1,17,0,6)]",3*a^4-2*a^3+a^2-2*a+3,4,1,3,iLLLQMcacfgggehhjkwwkjkqn_baBb,0,0,17.0
11504,t06891,8,-1,30.0,18.0,1.0,"[(1,30,0,18)]",3*a^10-3*a^9+3*a^8-2*a^7+2*a^6-2*a^5+2*a^4-2*a^3+3*a^2-3*a+3,10,1,9,iLLMPMcacefefghhnkhoojhqn_bBBa,0,0,30.0
11534,t06921,8,-1,8.0,10.0,1.0,"[(0,4,0,10),(0,5,0,10),(1,4,0,10),(1,4,0,10),(1,8,0,10)]",2*a^6-a^5+a^4+a^3+a^2-a+2,6,1,5,iLLALQcbeddhgghhhhnkhnrxq_aBbB,0,0,8.0
11542,t06929,8,-1,20.0,14.0,1.0,"[(1,20,0,14)]",3*a^8-3*a^7+3*a^6-3*a^5+a^4-3*a^3+3*a^2-3*a+3,8,1,7,iLLMPPcacdefgghhjkanrudnk_Bbab,0,0,20.0
11566,t06953,8,-1,12.0,14.0,1.0,"[(0,8,0,14),(1,12,0,14)]",2*a^8-2*a^7+a^5+a^3-2*a+2,8,1,7,ivLLQQccdfgfghhhvvhxmdtoo_Baab,0,0,12.0
11567,t06954,8,-1,48.0,6.0,1.0,"[(0,15,0,6),(0,32,0,6),(1,48,0,6)]",5*a^4+7*a^3+7*a^2+7*a+5,4,1,3,iLLPMPccdcfeghghhcrqhhxjk_Bbab,0,0,48.0
11582,t06971,8,-1,20.0,4.0,1.0,"[(1,2,0,4),(1,2,0,4),(1,8,0,4),(1,20,0,4),(2,2,0,4),(2,2,0,4),(2,8,0,4),(2,20,0,4)]",5*a^3+3*a^2+3*a+5,3,1,2,iLLLQMcbedgfffhhhhwhawrhr_aBBb,1,0,20.0
11607,t06996,8,-1,28.0,2.0,1.0,"[(1,28,0,2)]",5*a^2+2*a+5,2,1,1,iLLLQMccdggegfhhhshqqsjqj_BbBa,0,0,28.0
11608,t06997,8,-1,28.0,2.0,1.0,"[(1,28,0,2)]",5*a^2-2*a+5,2,1,1,iLLLQMccdggegfhhhshhqfjqj_BbbC,0,0,28.0
11613,t07003,8,-1,18.0,8.0,1.0,"[(1,18,0,8),(2,18,0,8)]",2*a^5+3*a^3+3*a^2+2,5,1,4,iLLMPMcaceeffghhjkhbwbahs_Bbba,1,0,18.0
11615,t07005,8,-1,58.0,10.0,1.0,"[(0,4,0,10),(0,5,0,10),(0,5,0,10),(0,32,0,10),(1,58,0,10)]",5*a^6+5*a^4+2*a^3+5*a^2+5,6,1,5,iLLPMPccdcfeghghqcnqhxxnk_aBBa,0,0,58.0
11621,t07012,8,-1,17.0,10.0,1.0,"[(1,17,0,10)]",3*a^6-3*a^5+3*a^4+a^3+3*a^2-3*a+3,6,1,5,iLLMAMcacdfefghhjkacvjaqn_Bbab,0,0,17.0
11623,t07014,8,-1,40.0,6.0,1.0,"[(0,2,0,6),(0,4,0,6),(0,26,0,6),(1,40,0,6)]",5*a^4+2*a^3+2*a^2+2*a+5,4,1,3,iLLLPQcbefghggfhhhhhhwrrw_BaBb,0,0,40.0
11625,t07016,8,-1,24.0,6.0,1.0,"[(0,4,0,6),(0,4,0,6),(0,22,0,6),(1,16,0,6),(1,24,0,6)]",3*a^4+8*a^3+8*a^2+8*a+3,4,1,3,iLLPMPccdcfeghghhcrahhqjj_BaaB,0,0,24.0
11631,t07022,8,-1,24.0,2.0,1.0,"[(1,24,0,2)]",5*a^2-2*a+5,2,1,1,iLLLQMccdggegfhhhshqqsjhr_Bbba,0,0,24.0
11632,t07023,8,-1,24.0,2.0,1.0,"[(1,24,0,2)]",5*a^2+2*a+5,2,1,1,iLLLQMccdggegfhhhshhqfjhr_BbBc,0,0,24.0
11640,t07032,8,-1,28.0,2.0,1.0,"[(0,2,0,2),(0,2,0,2),(1,28,0,2)]",3*a^2+26*a+3,2,1,1,iLLLQMccdggegfhhqsqaqjsqj_Babb,0,0,28.0
11641,t07033,8,-1,28.0,2.0,1.0,"[(1,28,0,2)]",3*a^2-26*a+3,2,1,1,iLLLQMccdggegfhhqsqxqosqj_Bbba,0,0,28.0
11651,t07043,8,-1,16.0,10.0,1.0,"[(1,16,0,10)]",3*a^6-3*a^5+2*a^3-3*a+3,6,1,5,iLLzMQcacefhgghhnkxfmmaqf_Bbab,0,0,16.0
11656,t07048,8,-1,14.0,10.0,1.0,"[(1,14,0,10)]",3*a^6-3*a^5+a^3-3*a+3,6,1,5,iLLzMQcacefhgghhjkxfmmaqf_Baab,0,0,14.0
11660,t07052,8,-1,24.0,2.0,1.0,"[(0,4,0,2),(0,4,0,2),(1,24,0,2)]",6*a^2+18*a+6,2,1,1,iLLPMMcccdfefghhlnciiwahw_Baab,0,0,24.0
11661,t07053,8,-1,24.0,2.0,1.0,"[(1,24,0,2)]",6*a^2-18*a+6,2,1,1,iLLMAMcbcdfefghhtsjmuwhhr_baab,0,0,24.0
11668,t07060,8,-1,16.0,2.0,1.0,"[(1,4,0,2),(1,4,0,2),(1,16,0,2)]",2*a^2+21*a+2,2,1,1,iLLLPQccdgehffhhqsqqjskof_BbBa,0,0,16.0
11669,t07061,8,-1,16.0,2.0,1.0,"[(0,8,0,2),(1,4,0,2),(1,4,0,2),(1,16,0,2)]",2*a^2-21*a+2,2,1,1,iLLLPQccdgehffhhqsqqjskjs_aBbB,0,0,16.0
11676,t07068,8,-1,20.0,14.0,1.0,"[(1,20,0,14)]",3*a^8-3*a^7+3*a^6-3*a^5+5*a^4-3*a^3+3*a^2-3*a+3,8,1,7,iLLALQcacdegghhhjkxxqrbkb_abba,0,0,20.0
11689,t07085,8,-1,30.0,18.0,1.0,"[(1,30,0,18)]",3*a^10-3*a^9+3*a^8-4*a^7+4*a^6-4*a^5+4*a^4-4*a^3+3*a^2-3*a+3,10,1,9,iLLLQPccdefeghghdrdhtwhjj_baab,0,0,30.0
11693,t07089,8,-1,26.0,2.0,1.0,"[(1,26,0,2)]",4*a^2-20*a+4,2,1,1,iLLLQMccdggegfhhqsqxqojqn_BbBa,0,0,26.0
11694,t07090,8,-1,26.0,2.0,1.0,"[(0,6,0,2),(1,26,0,2)]",4*a^2+20*a+4,2,1,1,iLLLQMccdggegfhhqsqaqjjqn_BaBB,0,0,26.0
11727,t07123,8,-1,14.0,26.0,1.0,"[(0,11,0,26),(1,14,0,26)]",2*a^14-3*a^13+a^12+2*a^11-3*a^10+a^9+2*a^8-3*a^7+2*a^6+a^5-3*a^4+2*a^3+a^2-3*a+2,14,1,13,iLLzPQccdchhggghqsjwrfofo_aBbB,0,1,14.0
11737,t07135,8,-1,57.0,10.0,1.0,"[(0,11,0,10),(0,38,0,10),(1,57,0,10)]",5*a^6+5*a^4+3*a^3+5*a^2+5,6,1,5,iLLPMPccdcfeghghqcnqhxqnj_aBbB,0,0,57.0
11741,t07139,8,-1,52.0,6.0,1.0,"[(0,8,0,6),(0,8,0,6),(0,32,0,6),(1,52,0,6)]",5*a^4+8*a^3+8*a^2+8*a+5,4,1,3,iLLPMPccdcfeghghhcrqhhqjj_BbaB,0,0,52.0
11753,t07152,8,-1,15.0,10.0,1.0,"[(1,6,0,10),(1,15,0,10)]",2*a^6-2*a^5+2*a^4+3*a^3+2*a^2-2*a+2,6,1,5,iLLMAMcccdfefghhlnnmdjqhr_abBb,0,0,15.0
11765,t07166,8,-1,36.0,10.0,1.0,"[(1,36,0,10)]",3*a^6+a^5+a+3,6,1,5,iLLMPMcacefefghhnkhoojhhr_BbBa,0,0,36.0
11773,t07174,8,-1,18.0,10.0,1.0,"[(1,18,0,10)]",3*a^6-3*a^5+3*a^4-7*a^3+3*a^2-3*a+3,6,1,5,iLLAAMcacdeffghhjkampuchk_BaaB,0,0,18.0
11792,t07194,8,-1,21.0,10.0,1.0,"[(1,21,0,10)]",4*a^6-4*a^5+4*a^4-a^3+4*a^2-4*a+4,6,1,5,iLLMAMcacdfefghhjkacvjqqw_BaaB,0,0,21.0
11799,t07202,8,-1,15.0,14.0,1.0,"[(1,15,0,14)]",2*a^8+a^7-a^6+a^5-a^4+a^3-a^2+a+2,8,1,7,iLLMPMcaceeffghhjkhbwbhqn_bBBa,0,0,15.0
11803,t07206,8,-1,8.0,14.0,1.0,"[(0,8,0,14),(1,8,0,14)]",2*a^8-2*a^7-a^6+2*a^5-a^4+2*a^3-a^2-2*a+2,8,1,7,iLLLAQcbefgfghhhhhmhickoc_abbB,0,0,8.0
11821,t07225,8,-1,36.0,22.0,1.0,"[(1,36,0,22)]",3*a^12-3*a^11+3*a^10-2*a^9+2*a^8-2*a^7+2*a^6-2*a^5+2*a^4-2*a^3+3*a^2-3*a+3,12,1,11,iLLMPMcacefefghhnkhoojhqj_Bbba,0,0,36.0
11831,t07237,8,-1,20.0,8.0,1.0,"[(1,20,0,8),(2,20,0,8)]",2*a^5-3*a^3-3*a^2+2,5,1,4,iLLLQPccdefeghghdrdatghnn_abbC,1,0,20.0
11849,t07259,8,-1,28.0,2.0,1.0,"[(0,6,0,2),(1,28,0,2)]",5*a^2+18*a+5,2,1,1,iLLLQMccdggegfhhqsqaqjjhr_Babb,0,0,28.0
11850,t07260,8,-1,28.0,2.0,1.0,"[(1,28,0,2)]",5*a^2-18*a+5,2,1,1,iLLLQMccdggegfhhqsqxqojhr_Bbba,0,0,28.0
11857,t07267,8,-1,18.0,10.0,1.0,"[(1,18,0,10)]",2*a^6-2*a^5+2*a^4-7*a^3+2*a^2-2*a+2,6,1,5,iLLAAMcacdeffghhjkampucqj_Babb,0,0,18.0
11862,t07273,8,-1,24.0,8.0,1.0,"[(1,24,0,8),(2,24,0,8)]",3*a^5+2*a^3+2*a^2+3,5,1,4,iLLMPMcacefefghhjkhoojxqw_bBba,1,0,24.0
11866,t07279,8,-1,7.0,6.0,1.0,"[(1,4,0,6),(1,7,0,6)]",2*a^4-3*a^3+a^2-3*a+2,4,1,3,iLLLMQccdegfhhghuruxnfcvv_abba,0,0,7.0
11867,t07280,8,-1,7.0,6.0,1.0,"[(0,2,0,6),(0,5,0,6),(1,2,0,4),(1,7,0,6)]",2*a^4+3*a^3+a^2+3*a+2,4,1,3,iLLLAQcacgffhghhjsbbkpbqx_aBbB,0,0,7.0
11883,t07298,8,-1,14.0,2.0,1.0,"[(1,6,0,2),(1,14,0,2)]",4*a^2-13*a+4,2,1,1,iLLPAMcccdeffghhlnclmoxxk_Bbba,0,0,14.0
11884,t07299,8,-1,14.0,2.0,1.0,"[(0,6,0,2),(1,6,0,2),(1,14,0,2)]",4*a^2+13*a+4,2,1,1,iLLMAMcbcdeffghhtsjpinxqj_abBb,0,0,14.0
11892,t07309,8,-1,20.0,14.0,1.0,"[(1,20,0,14)]",3*a^8-a^7+a^6-a^5+a^4-a^3+a^2-a+3,8,1,7,iLLMPMcacefefghhjkhoojhhk_BbBa,0,0,20.0
11900,t07317,8,-1,36.0,10.0,1.0,"[(1,36,0,10)]",3*a^6-a^5-a+3,6,1,5,iLLLQPccdefeghghdrdhtwxjn_baaB,0,0,36.0
11905,t07322,8,-1,19.0,18.0,1.0,"[(1,19,0,18)]",2*a^10-2*a^9+2*a^8-2*a^7+2*a^6+a^5+2*a^4-2*a^3+2*a^2-2*a+2,10,1,9,iLLMPMcaceeffghhjkhbwbahw_Bbba,0,0,19.0
11908,t07325,8,-1,21.0,10.0,1.0,"[(1,21,0,10)]",4*a^6-4*a^5+4*a^4-7*a^3+4*a^2-4*a+4,6,1,5,iLLAAMcacdeffghhjkampukhj_baaB,0,0,21.0
11912,t07330,8,-1,32.0,2.0,1.0,"[(0,2,0,2),(0,2,0,2),(1,32,0,2)]",5*a^2+22*a+5,2,1,1,iLLLQMccdggegfhhqsqaqjjqj_BaBB,0,0,32.0
11913,t07331,8,-1,32.0,2.0,1.0,"[(1,32,0,2)]",5*a^2-22*a+5,2,1,1,iLLLQMccdggegfhhqsqxqojqj_BbBa,0,0,32.0
11921,t07341,8,-1,18.0,2.0,1.0,"[(0,2,0,2),(1,18,0,2)]",3*a^2-14*a+3,2,1,1,iLLLPQccdgehffhhqsqqjjjjs_aBBb,0,0,18.0
11922,t07342,8,-1,18.0,2.0,1.0,"[(1,18,0,2)]",3*a^2+14*a+3,2,1,1,iLLLPQccdgehffhhqsqqjjjof_Bbba,0,0,18.0
11934,t07356,8,-1,36.0,22.0,1.0,"[(1,36,0,22)]",3*a^12-3*a^11+3*a^10-4*a^9+4*a^8-4*a^7+4*a^6-4*a^5+4*a^4-4*a^3+3*a^2-3*a+3,12,1,11,iLLLQPccdefeghghdrdhtwhjw_BaaB,0,0,36.0
11939,t07361,8,-1,10.0,6.0,1.0,"[(0,6,0,2),(1,10,0,6)]",1,0,0,3,iLLLQMcbcegffghhtsmatgbqk_BbaB,0,0,10.0
11944,t07367,8,-1,16.0,22.0,1.0,"[(1,16,0,22)]",2*a^12-2*a^11+2*a^8-a^7-a^6-a^5+2*a^4-2*a+2,12,1,11,iLLLAQcbefgffghhhhqhqoook_aBba,0,0,16.0
11950,t07374,8,-1,21.0,10.0,1.0,"[(1,21,0,10)]",4*a^6-3*a^5+3*a^4-3*a^3+3*a^2-3*a+4,6,1,5,iLLPMMcaceeffghhnkxvgvqxj_abBa,0,0,21.0
11969,t07399,8,-1,17.0,18.0,1.0,"[(1,17,0,18)]",2*a^10-2*a^9+2*a^8+a^7-a^6+a^5-a^4+a^3+2*a^2-2*a+2,10,1,9,iLLMPMcaceeffghhjkhbwbhhk_BbBa,0,0,17.0
11970,t07400,8,-1,20.0,18.0,1.0,"[(1,20,0,18)]",2*a^10-2*a^9+2*a^8-2*a^7+2*a^6-5*a^5+2*a^4-2*a^3+2*a^2-2*a+2,10,1,9,iLLLQPccdefeghghdrdatghnr_abbC,0,0,20.0
11990,t07422,8,-1,24.0,8.0,1.0,"[(1,24,0,8),(2,24,0,8)]",3*a^5-2*a^3-2*a^2+3,5,1,4,iLLLQPccdefeghghdrdatwhwn_baaB,1,0,24.0
12002,t07435,8,-1,22.0,10.0,1.0,"[(1,22,0,10)]",3*a^6-3*a^5+3*a^4+2*a^3+3*a^2-3*a+3,6,1,5,iLLMAMcacdfefghhjkacvjaqj_bBaB,0,0,22.0
12023,t07462,8,-1,32.0,6.0,1.0,"[(0,2,1,6),(0,4,1,6),(0,20,0,6),(1,32,0,6)]",4*a^4+a^3+5*a^2+a+4,4,1,3,iLvPAQcccgfehfghqnhaqxwnr_aBba,0,0,32.0
12044,t07485,8,-1,10.0,12.0,1.0,"[(0,10,0,12),(1,10,0,12),(2,10,0,12),(3,10,0,12)]",2*a^7-a^6+a^5-a^4-a^3+a^2-a+2,7,1,6,iLLLAQcccgfeghhhlniuibtiq_baab,1,0,10.0
12079,t07528,8,-1,25.0,6.0,1.0,"[(0,5,0,6),(0,19,0,6),(1,25,0,6)]",3*a^4+2*a^3+a^2+2*a+3,4,1,3,iLLAPMcaddefgfhhjuapjtrhr_abBb,0,0,25.0
12083,t07533,8,-1,25.0,18.0,1.0,"[(1,25,0,18)]",3*a^10-3*a^9+3*a^8-3*a^7+3*a^6-a^5+3*a^4-3*a^3+3*a^2-3*a+3,10,1,9,iLLMPMcacefefghhjkhoojxqj_bBba,0,0,25.0
12086,t07536,8,-1,21.0,6.0,1.0,"[(0,5,0,6),(0,15,0,6),(1,21,0,6)]",2*a^4+2*a^3+3*a^2+2*a+2,4,1,3,iLLLQMcbdeggfghhenmipvnhn_Baab,0,0,21.0
12089,t07539,8,-1,27.0,10.0,1.0,"[(1,6,0,10),(1,27,0,10)]",5*a^6-5*a^5+5*a^4-3*a^3+5*a^2-5*a+5,6,1,5,iLLMMMcccdfefghhlnnmdjaxk_aBBa,0,0,27.0
12097,t07548,8,-1,21.0,2.0,1.0,"[(0,14,0,2),(1,21,0,2)]",8*a^2+13*a+8,2,1,1,iLLPMMcccdfefghhlnciiwhhk_BbBa,0,0,21.0
12098,t07549,8,-1,21.0,2.0,1.0,"[(1,21,0,2)]",8*a^2-13*a+8,2,1,1,iLLMAMcbcdfefghhtsjmuwahj_baaB,0,0,21.0
12100,t07551,8,-1,24.0,10.0,1.0,"[(1,24,0,10)]",3*a^6-3*a^5+3*a^4-8*a^3+3*a^2-3*a+3,6,1,5,iLLAAMcacdeffghhjkampuchr_BaaB,0,0,24.0
12101,t07552,8,-1,7.0,2.0,1.0,"[(1,2,0,2),(1,7,0,2)]",3*a^2-a+3,2,1,1,iLvLQQcceehgfghhlpmpersgg_BaBb,0,0,7.0
12102,t07553,8,-1,7.0,2.0,1.0,"[(0,3,0,2),(1,2,0,2),(1,7,0,2)]",3*a^2+a+3,2,1,1,iLvLQQccefhggfhhlpipqvroc_aBBb,0,0,7.0
12108,t07560,8,-1,22.0,6.0,1.0,"[(0,4,0,6),(0,15,0,6),(1,22,0,6)]",2*a^4+4*a^3+3*a^2+4*a+2,4,1,3,iLLLAQccdgffhgghhshdexwfj_babB,0,0,22.0
12116,t07568,8,-1,10.0,2.0,1.0,"[(1,10,0,2)]",3*a^2+2*a+3,2,1,1,iLvLQQcbehfgghhghexphgwbb_aBBb,0,0,10.0
12118,t07570,8,-1,10.0,2.0,1.0,"[(1,10,0,2)]",3*a^2-2*a+3,2,1,1,iLvLQQcbfhegghhghtxihgwbb_BbBa,0,0,10.0
12120,t07572,8,-1,25.0,18.0,1.0,"[(1,25,0,18)]",3*a^10-3*a^9+3*a^8-a^7+a^6-a^5+a^4-a^3+3*a^2-3*a+3,10,1,9,iLLMPMcacefefghhjkhoojhqn_bBBa,0,0,25.0
12122,t07575,8,-1,21.0,10.0,1.0,"[(1,21,0,10)]",4*a^6-5*a^5+5*a^4-5*a^3+5*a^2-5*a+4,6,1,5,iLLAPMcacdeffghhnkmxxtnhj_Babb,0,0,21.0
12127,t07580,8,-1,21.0,2.0,1.0,"[(1,21,0,2)]",8*a^2-7*a+8,2,1,1,iLLMAMcbcdfefghhtsjmuwaxj_BaaB,0,0,21.0
12128,t07581,8,-1,21.0,2.0,1.0,"[(0,11,0,2),(1,21,0,2)]",8*a^2+7*a+8,2,1,1,iLLPMMcccdfefghhlnciiwhqn_Bbba,0,0,21.0
12132,t07585,8,-1,25.0,18.0,1.0,"[(1,25,0,18)]",3*a^10-3*a^9+3*a^8-3*a^7+3*a^6-5*a^5+3*a^4-3*a^3+3*a^2-3*a+3,10,1,9,iLLLQPccdefeghghdrdatwhwr_baaB,0,0,25.0
12141,t07595,8,-1,27.0,10.0,1.0,"[(1,27,0,10)]",5*a^6-5*a^5+5*a^4-7*a^3+5*a^2-5*a+5,6,1,5,iLLAAMcacdeffghhjkampukxn_BaaB,0,0,27.0
12154,t07608,8,-1,20.0,14.0,1.0,"[(0,14,0,14),(1,20,0,14)]",2*a^8+a^6-a^5+2*a^4-a^3+a^2+2,8,1,7,iLvAQPcbeffgehghdadexphjr_aBBa,0,0,20.0
12165,t07619,8,-1,18.0,2.0,1.0,"[(1,4,0,2),(1,4,0,2),(1,18,0,2)]",3*a^2+19*a+3,2,1,1,iLLLPQccdgehffhhqsqqjjwof_Bbba,0,0,18.0
12166,t07620,8,-1,18.0,2.0,1.0,"[(0,6,0,2),(1,4,0,2),(1,4,0,2),(1,18,0,2)]",3*a^2-19*a+3,2,1,1,iLLLPQccdgehffhhqsqqjjwjs_aBBb,0,0,18.0
12167,t07621,8,-1,15.0,2.0,1.0,"[(0,6,0,2),(1,6,0,2),(1,15,0,2)]",6*a^2+9*a+6,2,1,1,iLLMAMcbcdeffghhtsjpinxxr_aBBb,0,0,15.0
12168,t07622,8,-1,15.0,2.0,1.0,"[(1,6,0,2),(1,15,0,2)]",6*a^2-9*a+6,2,1,1,iLLPAMcccdeffghhlnclmoxqw_BbBa,0,0,15.0
12176,t07631,8,-1,28.0,6.0,1.0,"[(1,28,0,6)]",4*a^4+a^3+a+4,4,1,3,iLLPMMcaceeffghhjkxvgvqxj_abBb,0,0,28.0
12177,t07632,8,-1,19.0,2.0,1.0,"[(1,19,0,2)]",6*a^2-7*a+6,2,1,1,iLLMzQcacdfgfghhjkakmwmns_BaBb,0,0,19.0
12178,t07633,8,-1,19.0,2.0,1.0,"[(0,9,0,2),(1,19,0,2)]",6*a^2+7*a+6,2,1,1,iLLAPPcacdefgghhjkxxpiwak_aBBb,0,0,19.0
12184,t07639,8,-1,14.0,10.0,1.0,"[(0,2,0,8),(0,2,0,10),(0,6,0,10),(1,14,0,10)]",2*a^6+a^5+2*a^4+2*a^3+2*a^2+a+2,6,1,5,iLvAQMcceffgfehhphxhlisxr_BbaB,0,0,14.0
12191,t07646,8,-1,30.0,10.0,1.0,"[(1,30,0,10)]",5*a^6-5*a^5+5*a^4-2*a^3+5*a^2-5*a+5,6,1,5,iLLMAMcacdfefghhjkacvjqqj_BaaB,0,0,30.0
12203,t07658,8,-1,19.0,14.0,1.0,"[(1,19,0,14)]",2*a^8-5*a^7+5*a^6-5*a^5+5*a^4-5*a^3+5*a^2-5*a+2,8,1,7,iLLLQPccdefeghghdrdhtgxnj_aBBb,0,1,
12208,t07664,8,-1,14.0,18.0,1.0,"[(0,7,0,18),(1,14,0,18)]",2*a^10-2*a^9+2*a^6-3*a^5+2*a^4-2*a+2,10,1,9,iLvLQQcaegehghhgnxgnokfof_aBbC,0,0,14.0
12222,t07678,8,-1,32.0,6.0,1.0,"[(0,3,0,6),(0,6,0,6),(0,20,0,6),(1,32,0,6)]",3*a^4+4*a^3+7*a^2+4*a+3,4,1,3,iLLLQMcacfgggehhnkrokjrxj_Baab,0,0,32.0
12225,t07681,8,-1,12.0,2.0,1.0,"[(0,3,0,2),(0,12,0,2),(1,5,0,2),(1,12,0,2)]",9*a^2+17*a+9,2,1,1,iLLAPMcacdegfghhjkxxaakxj_Baab,0,0,5.0
12226,t07682,8,-1,12.0,2.0,1.0,"[(1,5,0,2),(1,12,0,2)]",9*a^2-17*a+9,2,1,1,iLLAPMcacdefgghhnkmxpurhr_Babb,0,1,
12231,t07687,8,-1,20.0,14.0,1.0,"[(1,20,0,14)]",3*a^8-5*a^7+5*a^6-5*a^5+5*a^4-5*a^3+5*a^2-5*a+3,8,1,7,iLLLQPccdefeghghdrdhtwxwj_aBBb,0,1,
12253,t07709,8,-1,18.0,10.0,1.0,"[(0,5,0,10),(0,18,0,10),(1,7,0,10),(1,7,0,10),(1,9,0,10)]",2*a^6+a^5+a^4+3*a^3+a^2+a+2,6,1,5,iLLAPMcadedfgfhhjillotkxr_BaBb,0,0,9.0
12260,t07717,8,-1,30.0,10.0,1.0,"[(1,30,0,10)]",5*a^6-5*a^5+5*a^4-8*a^3+5*a^2-5*a+5,6,1,5,iLLAAMcacdeffghhjkampukhw_baaB,0,0,30.0
12262,t07719,8,-1,22.0,18.0,1.0,"[(1,22,0,18)]",2*a^10-2*a^9+2*a^8-5*a^7+5*a^6-5*a^5+5*a^4-5*a^3+2*a^2-2*a+2,10,1,9,iLLLQPccdefeghghdrdhtghnj_abBc,0,0,22.0
12266,t07723,8,-1,21.0,2.0,1.0,"[(0,4,1,2),(1,4,1,2),(1,21,0,2)]",8*a^2-a+8,2,1,1,iLLMAMcbcdeffghhtsjpinahj_aBBb,0,0,21.0
12267,t07724,8,-1,21.0,2.0,1.0,"[(0,8,0,2),(1,4,1,2),(1,21,0,2)]",8*a^2+a+8,2,1,1,iLLPAMcccdeffghhlnclmohhk_BbBa,0,0,21.0
12276,t07733,8,-1,18.0,2.0,1.0,"[(0,18,0,2),(1,18,0,2)]",9*a^2+19*a+9,2,1,1,iLLPLQcaceffgghhnkxkfxewr_abBb,0,0,18.0
12277,t07734,8,-1,18.0,2.0,1.0,"[(1,18,0,2)]",9*a^2-19*a+9,2,1,1,iLLAPMcacdegfghhnkmxuhjqj_bBBa,0,1,
12293,t07750,8,-1,22.0,2.0,1.0,"[(1,22,0,2)]",6*a^2-2*a+6,2,1,1,iLLMzQcacdfgfghhjkakmwmnw_BaBb,0,0,22.0
12294,t07751,8,-1,22.0,2.0,1.0,"[(0,3,1,2),(0,3,0,2),(1,22,0,2)]",6*a^2+2*a+6,2,1,1,iLLAPPcacdefgghhnkxxpiwak_aBBb,0,0,22.0
12307,t07766,8,-1,20.0,10.0,1.0,"[(1,20,0,10)]",2*a^6+3*a^5+3*a+2,6,1,5,iLLMPMcaceeffghhjkhbwbhqj_bBBa,0,0,20.0
12308,t07767,8,-1,28.0,6.0,1.0,"[(1,28,0,6)]",4*a^4-a^3-a+4,4,1,3,iLLAPMcacdeffghhjkmxxtnhj_bBCb,0,0,28.0
12319,t07778,8,-1,15.0,10.0,1.0,"[(1,15,0,10)]",3*a^6+a^5-a^4+a^3-a^2+a+3,6,1,5,iLLPMMcaceeffghhnkxvgvxhn_abBb,0,0,15.0
12329,t07789,8,-1,12.0,2.0,1.0,"[(0,4,0,2),(1,4,0,2),(1,12,0,2)]",6*a^2+12*a+6,2,1,1,iLLMAMcbcdeffghhtsjpinxxk_aBBb,0,0,12.0
12343,t07804,8,-1,23.0,10.0,1.0,"[(0,3,1,10),(0,15,0,10),(1,23,0,10)]",2*a^6+3*a^4-a^3+3*a^2+2,6,1,5,iLLAPMcacdegfghhnkqxuuwhn_Baab,0,0,23.0
12353,t07815,8,-1,22.0,2.0,1.0,"[(0,8,0,2),(0,8,0,2),(1,22,0,2)]",9*a^2+16*a+9,2,1,1,iLLAPMcacdegfghhjkxxaakxk_Baab,0,0,22.0
12354,t07816,8,-1,22.0,2.0,1.0,"[(1,22,0,2)]",9*a^2-16*a+9,2,1,1,iLLAPMcacdefgghhjkmxpurhr_baBB,0,0,22.0
12358,t07820,8,-1,25.0,18.0,1.0,"[(1,25,0,18)]",3*a^10-3*a^9+3*a^8-5*a^7+5*a^6-5*a^5+5*a^4-5*a^3+3*a^2-3*a+3,10,1,9,iLLLQPccdefeghghdrdhtwhwj_baab,0,0,25.0
